Agency,City,State,Legacy NTD ID,NTD ID,Organization Type,NTD Reporter Type,Primary UZA Population,Agency VOMS,Mode,Type of Service,Mode VOMS,Mode VOMS Questionable,Max Trains in Operation,Max Trains in Operation Questionable,Average Speed (mi/hr),Average Speed (mi/hr) Questionable,Average Passenger Trip Length (mi),Average Passenger Trip Length (mi) Questionable,Passengers per Hour,Passengers per Hour Questionable,Scheduled Vehicle Revenue Miles,Scheduled Vehicle Revenue Miles Questionable,Vehicle Miles,Vehicle Miles Questionable,Vehicle Revenue Miles,Vehicle Revenue Miles Questionable,Deadhead Miles, Deadhead Miles Questionable ,Vehicle Hours, Vehicle Hours Questionable ,"Vehicle 
Revenue 
Hours", Vehicle Revenue Hours Questionable ,Deadhead Hours, Deadhead Hours Questionable ,Train Miles, Train Miles Questionable ,"Train 
Revenue
Miles", Train Revenue Miles Questionable ,Train Hours, Train Hours Questionable ,"Train 
Revenue 
Hours", Train Revenue Hours Questionable ,Unlinked Passenger Trips, Unlinked Passenger Trips Questionable ,Passenger Miles,Passenger Miles Questionable,Directional Route Miles
Roscommon County Transportation Authority,PRUDENVILLE,MI,5R03-059,5R03-50242,Independent Public Agency or Authority of Transit Service,Rural Reporter, 0 ,  22 ,DR,DO,22,,0,,  19.31 ,,  -   ,,  3.01 ,, 0 ,, 0 ,,567167,, 0 ,, 0 ,,29377,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,88362,, 0 ,,0.0
"County of Muskegon, dba: Muskegon Area Transit System",Muskegon Heights,MI,5037,50037,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter," 161,280 ",  22 ,DR,DO,7,,0,,  13.84 ,,  -   ,,  2.13 ,, 0 ,, 0 ,,150722,, 0 ,, 0 ,,10888,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,23199,, 0 ,,0.0
"City of Jackson Transportation Authority, dba: Jackson Area Transportation Authority",Jackson,MI,5034,50034,Independent Public Agency or Authority of Transit Service,Full Reporter," 90,057 ",  21 ,MB,DO,11,,0,,  13.39 ,,  2.87 ,,  18.44 ,," 383,592 ",," 359,019 ",,346282,," 12,737 ",," 26,371 ",,25854,, 517 ,, 0 ,, 0 ,, 0 ,, 0 ,,476803,," 1,370,450 ",,84.0
"City of Jackson Transportation Authority, dba: Jackson Area Transportation Authority",Jackson,MI,5034,50034,Independent Public Agency or Authority of Transit Service,Full Reporter," 90,057 ",  21 ,DR,DO,10,,0,,  13.11 ,,  3.78 ,,  2.24 ,, 0 ,," 223,360 ",,198253,," 25,107 ",," 17,332 ",,15122,," 2,210 ",, 0 ,, 0 ,, 0 ,, 0 ,,33903,," 128,059 ",,0.0
"City of Battle Creek, dba: Battle Creek Transit",Battle Creek,MI,5030,50030,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter," 78,393 ",  20 ,MB,DO,13,,0,,  14.84 ,,  -   ,,  14.61 ,, 0 ,, 0 ,,415563,, 0 ,, 0 ,,27998,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,409074,, 0 ,,0.0
"City of Battle Creek, dba: Battle Creek Transit",Battle Creek,MI,5030,50030,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter," 78,393 ",  20 ,DR,DO,7,,0,,  10.18 ,,  -   ,,  2.21 ,, 0 ,, 0 ,,116179,, 0 ,, 0 ,,11413,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,25201,, 0 ,,0.0
Ludington Mass Transportation Authority,Ludington,MI,5R03-047,5R03-50459,Independent Public Agency or Authority of Transit Service,Rural Reporter, 0 ,  20 ,DR,DO,20,,0,,  11.82 ,,  -   ,,  5.40 ,, 0 ,, 0 ,,395156,, 0 ,, 0 ,,33431,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,180613,, 0 ,,0.0
Benzie Transportation Authority,Beulah,MI,5R03-072,5R03-50457,Independent Public Agency or Authority of Transit Service,Rural Reporter, 0 ,  19 ,MB,DO,2,,0,,  19.31 ,,  -   ,,  4.31 ,, 0 ,, 0 ,,94600,, 0 ,, 0 ,,4900,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,21132,, 0 ,,0.0
Benzie Transportation Authority,Beulah,MI,5R03-072,5R03-50457,Independent Public Agency or Authority of Transit Service,Rural Reporter, 0 ,  19 ,DR,DO,17,,0,,  19.89 ,,  -   ,,  2.97 ,, 0 ,, 0 ,,495054,, 0 ,, 0 ,,24886,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,73914,, 0 ,,0.0
Kalkaska Public Transit Authority,Kalkaska,MI,5R03-045,5R03-50282,Independent Public Agency or Authority of Transit Service,Rural Reporter, 0 ,  18 ,DR,DO,11,,0,,  21.88 ,,  -   ,,  7.43 ,, 0 ,, 0 ,,124577,, 0 ,, 0 ,,5694,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,42280,, 0 ,,0.0
Van Buren Public Transit,Bangor,MI,5R03-069,5R03-50383,"City, County or Local Government Unit or Department of Transportation",Rural Reporter, 0 ,  18 ,DR,DO,15,,0,,  14.54 ,,  -   ,,  2.21 ,, 0 ,, 0 ,,478337,, 0 ,, 0 ,,32891,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,72591,, 0 ,,0.0
Berrien County Public Transportation,St. Joseph,MI,5R03-012,5R03-50463,"City, County or Local Government Unit or Department of Transportation",Rural Reporter, 0 ,  18 ,DR,PT,18,,0,,  21.25 ,,  -   ,,  2.61 ,, 0 ,, 0 ,,332782,, 0 ,, 0 ,,15663,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,40893,, 0 ,,0.0
Kalkaska Public Transit Authority,Kalkaska,MI,5R03-045,5R03-50282,Independent Public Agency or Authority of Transit Service,Rural Reporter, 0 ,  18 ,MB,DO,7,,0,,  21.29 ,,  -   ,,  14.41 ,, 0 ,, 0 ,,73364,, 0 ,, 0 ,,3446,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,49640,, 0 ,,0.0
Peoples Express,Whitmore Lake,MI,,5R03-55321,Private-Non-Profit Corporation,Rural Reporter, 0 ,  18 ,DR,DO,18,,0,,  20.55 ,,  -   ,,  2.24 ,, 0 ,, 0 ,,457741,, 0 ,, 0 ,,22271,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,49989,, 0 ,,0.0
Gladwin City/County Transit,Gladwin,MI,5R03-030,5R03-50395,"City, County or Local Government Unit or Department of Transportation",Rural Reporter, 0 ,  18 ,DR,DO,18,,0,,  15.37 ,,  -   ,,  2.70 ,, 0 ,, 0 ,,551744,, 0 ,, 0 ,,35892,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,96953,, 0 ,,0.0
Van Buren Public Transit,Bangor,MI,5R03-069,5R03-50383,"City, County or Local Government Unit or Department of Transportation",Rural Reporter, 0 ,  18 ,MB,DO,3,,0,,  13.35 ,,  -   ,,  3.22 ,, 0 ,, 0 ,,81190,, 0 ,, 0 ,,6082,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,19574,, 0 ,,0.0
Yates Township Transportation System,Idlewild,MI,5R03-070,5R03-50476,"City, County or Local Government Unit or Department of Transportation",Rural Reporter, 0 ,  18 ,DR,DO,18,,0,,  15.41 ,,  -   ,,  7.68 ,, 0 ,, 0 ,,471216,, 0 ,, 0 ,,30572,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,234820,, 0 ,,0.0
Delta Area Transit Authority,Escanaba,MI,5R03-025,5R03-50356,Independent Public Agency or Authority of Transit Service,Rural Reporter, 0 ,  18 ,DR,DO,18,,0,,  15.86 ,,  -   ,,  4.62 ,, 0 ,, 0 ,,418887,, 0 ,, 0 ,,26416,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,122096,, 0 ,,0.0
Charlevoix County Public Transportation,Boyne City,MI,5R03-021,5R03-50313,"City, County or Local Government Unit or Department of Transportation",Rural Reporter, 0 ,  17 ,DR,DO,17,,0,,  17.37 ,,  -   ,,  3.00 ,, 0 ,, 0 ,,517855,, 0 ,, 0 ,,29806,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,89490,, 0 ,,0.0
Crawford County Transportation Authority,Grayling,MI,5R03-024,5R03-50503,Independent Public Agency or Authority of Transit Service,Rural Reporter, 0 ,  16 ,DR,DO,16,,0,,  17.13 ,,  -   ,,  3.60 ,, 0 ,, 0 ,,434895,, 0 ,, 0 ,,25383,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,91442,, 0 ,,0.0
Barry County Transit,Hastings,MI,5R03-009,5R03-50355,"City, County or Local Government Unit or Department of Transportation",Rural Reporter, 0 ,  16 ,MB,DO,1,,0,,  11.39 ,,  -   ,,  23.11 ,, 0 ,, 0 ,,820,, 0 ,, 0 ,,72,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,1664,, 0 ,,0.0
Barry County Transit,Hastings,MI,5R03-009,5R03-50355,"City, County or Local Government Unit or Department of Transportation",Rural Reporter, 0 ,  16 ,DR,DO,15,,0,,  17.60 ,,  -   ,,  3.53 ,, 0 ,, 0 ,,512810,, 0 ,, 0 ,,29129,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,102862,, 0 ,,0.0
Sanilac County Board of Commissioners,Sandusky,MI,5R03-062,5R03-50346,"City, County or Local Government Unit or Department of Transportation",Rural Reporter, 0 ,  16 ,DR,DO,16,,0,,  20.78 ,,  -   ,,  4.42 ,, 0 ,, 0 ,,501176,, 0 ,, 0 ,,24119,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,106505,, 0 ,,0.0
Shiawassee Area Transportation Agency,Owosso,MI,5R03-065,5R03-50227,Independent Public Agency or Authority of Transit Service,Rural Reporter, 0 ,  15 ,DR,DO,15,,0,,  20.89 ,,  -   ,,  2.78 ,, 0 ,, 0 ,,726124,, 0 ,, 0 ,,34758,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,96785,, 0 ,,0.0
ALTRAN Transit Authority,Munising,MI,5R03-001,5R03-50511,Independent Public Agency or Authority of Transit Service,Rural Reporter, 0 ,  15 ,DR,DO,15,,0,,  16.53 ,,  -   ,,  4.47 ,, 0 ,, 0 ,,464394,, 0 ,, 0 ,,28086,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,125410,, 0 ,,0.0
Caro Transit Authority,Caro,MI,5R03-019,5R03-50224,Independent Public Agency or Authority of Transit Service,Rural Reporter, 0 ,  15 ,DR,DO,15,,0,,  9.74 ,,  -   ,,  2.81 ,, 0 ,, 0 ,,204651,, 0 ,, 0 ,,21022,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,59122,, 0 ,,0.0
Antrim County Transportation,Bellaire,MI,5R03-007,5R03-50452,"City, County or Local Government Unit or Department of Transportation",Rural Reporter, 0 ,  15 ,DR,DO,15,,0,,  20.14 ,,  -   ,,  2.70 ,, 0 ,, 0 ,,264598,, 0 ,, 0 ,,13138,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,35407,, 0 ,,0.0
Otsego County Board of Commissioners,Gaylord,MI,5R03-058,5R03-50340,"City, County or Local Government Unit or Department of Transportation",Rural Reporter, 0 ,  14 ,DR,DO,14,,0,,  12.48 ,,  -   ,,  2.99 ,, 0 ,, 0 ,,270349,, 0 ,, 0 ,,21658,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,64825,, 0 ,,0.0
Western-Washtenaw Area Value Express,Chelsea,MI,,5R03-55322,Private-Non-Profit Corporation,Rural Reporter, 0 ,  12 ,MB,DO,4,,0,,  15.84 ,,  -   ,,  1.13 ,, 0 ,, 0 ,,40214,, 0 ,, 0 ,,2539,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,2860,, 0 ,,0.0
Alma-Dial-A-Ride,Alma,MI,5R03-004,5R03-50492,"City, County or Local Government Unit or Department of Transportation",Rural Reporter, 0 ,  12 ,DR,DO,12,,0,,  11.71 ,,  -   ,,  3.73 ,, 0 ,, 0 ,,181682,, 0 ,, 0 ,,15512,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,57835,, 0 ,,0.0
Ogemaw County Public Transportation,West Branch,MI,5R03-056,5R03-50344,"City, County or Local Government Unit or Department of Transportation",Rural Reporter, 0 ,  12 ,DR,DO,12,,0,,  16.35 ,,  -   ,,  3.06 ,, 0 ,, 0 ,,293126,, 0 ,, 0 ,,17927,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,54932,, 0 ,,0.0
Western-Washtenaw Area Value Express,Chelsea,MI,,5R03-55322,Private-Non-Profit Corporation,Rural Reporter, 0 ,  12 ,DR,DO,8,,0,,  12.59 ,,  -   ,,  2.15 ,, 0 ,, 0 ,,214902,, 0 ,, 0 ,,17069,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,36655,, 0 ,,0.0
Arenac County/Bay Service,Bay City,MI,5R03-008,5R03-50225,Independent Public Agency or Authority of Transit Service,Rural Reporter, 0 ,  12 ,DR,DO,12,,0,,  22.90 ,,  -   ,,  2.75 ,, 0 ,, 0 ,,320527,, 0 ,, 0 ,,13998,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,38441,, 0 ,,0.0
"City of Midland, dba: City of Midland Dial-A-Ride",Midland,MI,5207,50207,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter," 59,014 ",  12 ,DR,DO,12,,0,,  15.27 ,,  -   ,,  3.98 ,, 0 ,, 0 ,,425036,, 0 ,, 0 ,,27830,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,110846,, 0 ,,0.0
Eastern Upper Peninsula Transportation Authority,Sault Ste Marie,MI,5R03-027,5R03-50241,Independent Public Agency or Authority of Transit Service,Rural Reporter, 0 ,  11 ,MB,DO,5,,0,,  19.88 ,,  -   ,,  3.46 ,, 0 ,, 0 ,,200641,, 0 ,, 0 ,,10094,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,34942,, 0 ,,0.0
Branch Area Transit Authority,Coldwater,MI,5R03-015,5R03-50337,Independent Public Agency or Authority of Transit Service,Rural Reporter, 0 ,  11 ,DR,DO,10,,0,,  13.44 ,,  -   ,,  4.11 ,, 0 ,, 0 ,,341790,, 0 ,, 0 ,,25438,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,104488,, 0 ,,0.0
Straits Regional Ride,Cheboygan ,MI,5R03-067,5R03-50285,"City, County or Local Government Unit or Department of Transportation",Rural Reporter, 0 ,  11 ,DR,DO,11,,0,,  19.89 ,,  -   ,,  2.48 ,, 0 ,, 0 ,,285910,, 0 ,, 0 ,,14375,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,35613,, 0 ,,0.0
Eastern Upper Peninsula Transportation Authority,Sault Ste Marie,MI,5R03-027,5R03-50241,Independent Public Agency or Authority of Transit Service,Rural Reporter, 0 ,  11 ,FB,DO,3,,0,,  1.57 ,,  -   ,,  43.07 ,, 0 ,, 0 ,,29864,, 0 ,, 0 ,,18988,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,817824,, 0 ,,0.0
Eastern Upper Peninsula Transportation Authority,Sault Ste Marie,MI,5R03-027,5R03-50241,Independent Public Agency or Authority of Transit Service,Rural Reporter, 0 ,  11 ,DR,DO,3,,0,,  13.63 ,,  -   ,,  1.06 ,, 0 ,, 0 ,,63769,, 0 ,, 0 ,,4678,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,4954,, 0 ,,0.0
Branch Area Transit Authority,Coldwater,MI,5R03-015,5R03-50337,Independent Public Agency or Authority of Transit Service,Rural Reporter, 0 ,  11 ,MB,DO,1,,0,,  11.46 ,,  -   ,,  7.02 ,, 0 ,, 0 ,,23019,, 0 ,, 0 ,,2008,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,14094,, 0 ,,0.0
Cass County Transportation Authority,Cassopolis,MI,5R03-020,5R03-50310,Independent Public Agency or Authority of Transit Service,Rural Reporter, 0 ,  10 ,DR,PT,10,,0,,  21.92 ,,  -   ,,  2.18 ,, 0 ,, 0 ,,259829,, 0 ,, 0 ,,11855,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,25866,, 0 ,,0.0
Detroit Transportation Corporation,Detroit,MI,5141,50141,Independent Public Agency or Authority of Transit Service,Full Reporter," 3,734,090 ",  10 ,MG,DO,10,,4,,  11.60 ,,  1.38 ,,  39.95 ,," 626,261 ",," 571,306 ",,566926,," 4,380 ",," 49,242 ",,48877,, 365 ,," 285,653 ",," 283,463 ",," 24,621 ",," 24,439 ",,1952505,," 2,694,457 ",,2.9
Schoolcraft Transit Authority,Manistique,MI,5R03-064,5R03-50240,Independent Public Agency or Authority of Transit Service,Rural Reporter, 0 ,  10 ,DR,DO,10,,0,,  15.07 ,,  -   ,,  3.41 ,, 0 ,, 0 ,,228435,, 0 ,, 0 ,,15157,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,51638,, 0 ,,0.0
Lenawee Transportation Corporation,Adrian,MI,5R03-046,5R03-50473,"City, County or Local Government Unit or Department of Transportation",Rural Reporter, 0 ,  10 ,DR,PT,10,,0,,  16.87 ,,  -   ,,  4.62 ,, 0 ,, 0 ,,208996,, 0 ,, 0 ,,12385,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,57162,, 0 ,,0.0
Mecosta Osceola Transit Authority,Big Rapids,MI,5R03-051,5R03-50416,Independent Public Agency or Authority of Transit Service,Rural Reporter, 0 ,  9 ,DR,DO,9,,0,,  24.04 ,,  -   ,,  4.24 ,, 0 ,, 0 ,,280193,, 0 ,, 0 ,,11655,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,49397,, 0 ,,0.0
Ionia Dial-A-Ride,Ionia,MI,5R03-040,5R03-50514,"City, County or Local Government Unit or Department of Transportation",Rural Reporter, 0 ,  8 ,DR,DO,8,,0,,  12.23 ,,  -   ,,  4.13 ,, 0 ,, 0 ,,152415,, 0 ,, 0 ,,12466,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,51453,, 0 ,,0.0
Houghton Motor Transit Line,Houghton ,MI,5R03-036,5R03-50386,"City, County or Local Government Unit or Department of Transportation",Rural Reporter, 0 ,  8 ,MB,DO,2,,0,,  11.58 ,,  -   ,,  21.49 ,, 0 ,, 0 ,,28055,, 0 ,, 0 ,,2422,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,52055,, 0 ,,0.0
Houghton Motor Transit Line,Houghton ,MI,5R03-036,5R03-50386,"City, County or Local Government Unit or Department of Transportation",Rural Reporter, 0 ,  8 ,DR,DO,6,,0,,  7.56 ,,  -   ,,  2.48 ,, 0 ,, 0 ,,69049,, 0 ,, 0 ,,9135,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,22614,, 0 ,,0.0
Sault Ste. Marie Tribe of Chippewa Indians,Sault Ste. Marie,MI,,50523,Tribe,Reduced Reporter, 0 ,  7 ,MB,DO,1,,0,,  14.34 , W ,  -   ,,  3.99 ,, 0 ,, 0 ,,50112, W , 0 ,, 0 ,,3494,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,13931,, 0 ,,0.0
Big Rapids Dial-A-Ride,Big Rapids,MI,5R03-014,5R03-50437,"City, County or Local Government Unit or Department of Transportation",Rural Reporter, 0 ,  7 ,MB,DO,1,,0,,  13.53 ,,  -   ,,  32.66 ,, 0 ,, 0 ,,25982,, 0 ,, 0 ,,1921,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,62743,, 0 ,,0.0
Sault Ste. Marie Tribe of Chippewa Indians,Sault Ste. Marie,MI,,50523,Tribe,Reduced Reporter, 0 ,  7 ,DR,DO,6,,0,,  42.53 , Q ,  -   ,,  0.51 ,, 0 ,, 0 ,,135580, Q , 0 ,, 0 ,,3188,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,1630,, 0 ,,0.0
Big Rapids Dial-A-Ride,Big Rapids,MI,5R03-014,5R03-50437,"City, County or Local Government Unit or Department of Transportation",Rural Reporter, 0 ,  7 ,DR,DO,6,,0,,  11.53 ,,  -   ,,  7.19 ,, 0 ,, 0 ,,119985,, 0 ,, 0 ,,10404,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,74791,, 0 ,,0.0
Gogebic County Transit,Ironwood,MI,5R03-031,5R03-50455,Independent Public Agency or Authority of Transit Service,Rural Reporter, 0 ,  6 ,DR,DO,6,,0,,  11.15 ,,  -   ,,  2.81 ,, 0 ,, 0 ,,93743,, 0 ,, 0 ,,8404,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,23629,, 0 ,,0.0
Iosco Transit Corporation,East Tawas,MI,5R03-041,5R03-50217,"City, County or Local Government Unit or Department of Transportation",Rural Reporter, 0 ,  6 ,DR,DO,6,,0,,  21.15 ,,  -   ,,  3.68 ,, 0 ,, 0 ,,199786,, 0 ,, 0 ,,9444,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,34777,, 0 ,,0.0
Interurban Transit Authority,Douglas,MI,5R03-038,5R03-50495,Independent Public Agency or Authority of Transit Service,Rural Reporter, 0 ,  6 ,DR,DO,6,,0,,  12.88 ,,  -   ,,  5.42 ,, 0 ,, 0 ,,156006,, 0 ,, 0 ,,12108,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,65583,, 0 ,,0.0
Greenville Transit,Greenville,MI,5R03-033,5R03-50404,"City, County or Local Government Unit or Department of Transportation",Rural Reporter, 0 ,  6 ,DR,DO,6,,0,,  13.00 ,,  -   ,,  4.52 ,, 0 ,, 0 ,,78275,, 0 ,, 0 ,,6020,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,27233,, 0 ,,0.0
Adrian Dial-A-Ride,Adrian,MI,5R03-002,5R03-50323,"City, County or Local Government Unit or Department of Transportation",Rural Reporter, 0 ,  6 ,DR,PT,6,,0,,  9.59 ,,  -   ,,  5.40 ,, 0 ,, 0 ,,107145,, 0 ,, 0 ,,11178,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,60413,, 0 ,,0.0
"City of Niles , dba: Niles Dial-A-Ride Transportation",Niles,MI,5038,50038,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter," 278,165 ",  5 ,DR,DO,4,,0,,  12.83 ,,  -   ,,  3.50 ,, 0 ,, 0 ,,100306,, 0 ,, 0 ,,7821,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,27385,, 0 ,,0.0
"Sault Sainte Marie, City of",Sault Sainte Marie,MI,5R03-063,5R03-50487,"City, County or Local Government Unit or Department of Transportation",Rural Reporter, 0 ,  5 ,DR,DO,5,,0,,  10.11 ,,  -   ,,  2.87 ,, 0 ,, 0 ,,109569,, 0 ,, 0 ,,10833,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,31104,, 0 ,,0.0
Pioneer Resources - Muskegon,Muskegon,MI,,5R03-55323,Private-Non-Profit Corporation,Rural Reporter, 0 ,  5 ,DR,DO,5,,0,,  18.30 ,,  -   ,,  2.60 ,, 0 ,, 0 ,,104119,, 0 ,, 0 ,,5691,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,14795,, 0 ,,0.0
"Marshall, City of",Marshall,MI,5R03-050,5R03-50265,"City, County or Local Government Unit or Department of Transportation",Rural Reporter, 0 ,  5 ,DR,DO,5,,0,,  13.05 ,,  -   ,,  3.97 ,, 0 ,, 0 ,,101669,, 0 ,, 0 ,,7792,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,30938,, 0 ,,0.0
Ontonagon County Public Transit,Ontonagon,MI,5R03-057,5R03-50371,"City, County or Local Government Unit or Department of Transportation",Rural Reporter, 0 ,  5 ,DR,DO,5,,0,,  16.76 ,,  -   ,,  4.21 ,, 0 ,, 0 ,,132728,, 0 ,, 0 ,,7917,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,33294,, 0 ,,0.0
"M-1 Rail, dba: QLINE Detroit",Detroit,MI,5213,50213,Private-Non-Profit Corporation,Full Reporter," 3,734,090 ",  5 ,SR,PT,5,,5,,  6.69 ,,  1.52 ,,  43.42 ,," 187,011 ",," 187,011 ",,183644,," 3,367 ",," 28,401 ",,27457,, 944 ,," 187,011 ",," 183,644 ",," 28,401 ",," 27,457 ",,1192110,," 1,812,007 ",,6.7
"City of Niles , dba: Niles Dial-A-Ride Transportation",Niles,MI,5038,50038,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter," 278,165 ",  5 ,MB,DO,1,,0,,  12.51 ,,  -   ,,  4.41 ,, 0 ,, 0 ,,21740,, 0 ,, 0 ,,1738,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,7666,, 0 ,,0.0
Belding-Dial-A-Ride,Belding,MI,5R03-011,5R03-50398,"City, County or Local Government Unit or Department of Transportation",Rural Reporter, 0 ,  4 ,DR,DO,4,,0,,  11.69 ,,  -   ,,  4.47 ,, 0 ,, 0 ,,64424,, 0 ,, 0 ,,5511,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,24644,, 0 ,,0.0
Key Opportunities,Hillsdale,MI,,5R03-55440,Private-Non-Profit Corporation,Rural Reporter, 0 ,  4 ,DR,DO,4,,0,,  23.63 ,,  -   ,,  1.67 ,, 0 ,, 0 ,,72210,, 0 ,, 0 ,,3056,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,5102,, 0 ,,0.0
"Hancock, City of ",Hancock,MI,5R03-034,5R03-50408,"City, County or Local Government Unit or Department of Transportation",Rural Reporter, 0 ,  4 ,DR,DO,4,,0,,  9.77 ,,  -   ,,  2.78 ,, 0 ,, 0 ,,66093,, 0 ,, 0 ,,6766,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,18823,, 0 ,,0.0
Hillsdale Dial-A-Ride,Hillsdale,MI,5R03-035,5R03-50268,"City, County or Local Government Unit or Department of Transportation",Rural Reporter, 0 ,  3 ,DR,DO,3,,0,,  10.73 ,,  -   ,,  5.90 ,, 0 ,, 0 ,,50303,, 0 ,, 0 ,,4687,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,27662,, 0 ,,0.0
Bay Mills Indian Community,Brimley,MI,5T07,50007,Tribe,Reduced Reporter, 0 ,  2 ,MB,DO,2,,0,,  35.09 ,,  -   ,,  1.42 ,, 0 ,, 0 ,,55445,, 0 ,, 0 ,,1580,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,2247,, 0 ,,0.0
"City of Buchanan, dba: Buchanan Dial-A-Ride",St. Joseph,MI,5R03-016,50243,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter," 278,165 ",  2 ,DR,PT,2,,0,,  11.42 ,,  -   ,,  2.01 ,, 0 ,, 0 ,,42792,, 0 ,, 0 ,,3746,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,7531,, 0 ,,0.0
Dowagiac Dial-A--Ride,Dowagiac,MI,5R03-026,5R03-50494,"City, County or Local Government Unit or Department of Transportation",Rural Reporter, 0 ,  2 ,DR,PT,2,,0,,  12.69 ,,  -   ,,  5.82 ,, 0 ,, 0 ,,49425,, 0 ,, 0 ,,3895,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,22658,, 0 ,,0.0
Penquis Community Action Program,Bangor,ME,1R03-006,1R03-10134,Private-Non-Profit Corporation,Rural Reporter, 0 ,  207 ,DT,PT,51,,0,,  15.23 ,,  -   ,,  2.01 ,, 0 ,, 0 ,,739433,, 0 ,, 0 ,,48539,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,97607,, 0 ,,0.0
Penquis Community Action Program,Bangor,ME,1R03-006,1R03-10134,Private-Non-Profit Corporation,Rural Reporter, 0 ,  207 ,DR,DO,156,,0,,  28.45 ,,  -   ,,  0.97 ,, 0 ,, 0 ,,6188179,, 0 ,, 0 ,,217473,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,209896,, 0 ,,0.0
